"itemid","adid","level"
"9C3Z6","0IQ6U","gold"
"PWSE2","J8ITZ","gold"
"T4Z7Y","OQBID","silver"
"4T4ON","K70IV","platinum"
"60CQW","Y8CKM","gold"
"ZTOWV","B1HDI","silver"
"88VSC","62G97","platinum"
"TAO8I","V4DM9","gold"
"MOX4X","F29W0","platinum"
"BOAKM","YOFV7","platinum"
"XYXW4","K37MR","other"
"BD3R5","PM2NR","silver"
"LFO2S","BAK0R","platinum"
"OBBPL","3JGMZ","other"
"NS9ZE","LVKQH","gold"
"MF8L6","FNBCD","platinum"
"3R1PU","9Z5VG","other"
"DYARB","N3R3S","silver"
"M7K4P","BRK9Q","silver"
"FG4OU","QN3Q7","platinum"
"JCKHV","XUI60","other"
"7AWSB","K776R","other"
"LGNWF","RHR2Y","gold"
"TFHGE","M8RBS","other"
"AUCRX","4EAIM","other"
"F4G60","SLU7F","silver"
"9XEE0","6X6GN","gold"
"0X2JQ","2TMX9","platinum"
"ZG4HN","M60YT","silver"
"530GA","8RKFF","other"
"OB4OL","43S68","other"
"YJKDK","HPM2P","other"
"2Z6ML","2DHWE","platinum"
"44UZZ","MJOTX","other"
"C92TX","ZNYX2","gold"
"P69K3","YADSM","other"
"MSTYM","90GW4","gold"
"0DVVQ","YOTGZ","silver"
"8XK4U","V6MJN","gold"
"9IS6S","SWAN4","other"
"DBJGY","DAPSL","silver"
"W6FUM","38P8W","silver"
"2VY2Y","7C1O3","platinum"
"HO3J6","DFCQ8","gold"
"43HWH","FTXI2","other"
"18RIQ","8LZ31","other"
"AAW8F","FD3N6","platinum"
"Z8ARP","NPME8","silver"
"T1R5H","F2CJW","platinum"
"W8MC2","C9NE4","silver"
"67D3L","GYYOU","silver"
"X0T4A","NH03D","silver"
"KO3BG","27KDS","silver"
"JKSCU","WLTF2","other"
"8RD4G","AM8V2","platinum"
"ZOXSK","HIWZQ","gold"
"L2X39","EJE4T","platinum"
"HVSU2","SABCG","gold"
"R1LFM","W15OK","gold"
"5N0EH","JQUSW","other"
"10JCB","6HK2T","other"
"LITWL","8JAVU","gold"
"WBNT4","QKOPC","other"
"WV5BJ","X231H","platinum"
"L8S3F","UFPZN","gold"
"460DP","AO0FT","platinum"
"23BWA","DXJLO","gold"
"RTOHI","4T1N4","other"
"LOWMR","0KOGE","other"
"FQWNZ","EFT7A","other"
"KYSGP","MYV3H","platinum"
"KB91A","P5UFK","gold"
"LTI3D","12Q6R","other"
"ZZOCN","HAW44","silver"
"ZTV8E","QI0LL","gold"
"5ZOKU","OKDAL","platinum"
"LAYKD","KVQRA","platinum"
"AKTBM","KTNQ9","platinum"
"DDOZQ","6W2B2","platinum"
"1XH12","90W7C","platinum"
"OAOYI","PZDE3","platinum"
"Q678Z","6G8NZ","silver"
"1RRVY","T2V03","platinum"
"S8V7S","DDFJF","platinum"
"TGAFB","W7461","other"
"ZQ0FJ","5TXTM","gold"
"BX8NN","XZXFA","gold"
"0O88R","BKTBB","gold"
"4AMGM","Q3SWI","silver"
"BN6M8","3NXIC","platinum"
"VSA5H","H6EIL","gold"
"DWLKH","YLBII","other"
"0UFD8","4EI5D","other"
"FPABM","AD7G8","platinum"
"ZXQC1","H4VD2","silver"
"ZVDC2","PT4H8","platinum"
"K3CH7","5MWIZ","platinum"
"YV5C6","6P6LQ","silver"
"GP0RV","NFABZ","gold"
"9EGG6","JVV6J","platinum"
"8SBQH","MI8PC","gold"
"ZKK2D","ZKY31","gold"
"05RLT","IGD31","gold"
"P5NTJ","82SC9","other"
"3P90E","C20HC","other"
"56KET","7ZTTG","gold"
"GH9JK","LQ7WS","other"
"UFANH","Z1RFX","gold"
"6IHX7","FAYVA","gold"
"P9K9S","GZNT2","other"
"E3PVP","G934X","silver"
"IHWMS","DUCKQ","silver"
"ZS4W0","8JCXU","gold"
"2TCNB","BXVDI","silver"
"N0448","3N60U","platinum"
"WW5TB","L5JAB","other"
"TB7MV","9IQR3","silver"
"4ET5N","0QQ7V","other"
"OOIFY","BY4B6","gold"
"BHCX0","OEUWH","silver"
"HI3FR","HGBY7","gold"
"2FDCS","MLZ88","platinum"
"6NH4Q","4BASO","platinum"
"R7RDM","7B8CN","silver"
"A2FGZ","D81WW","gold"
"TO323","QTM9A","platinum"
"CIMGB","EWURI","silver"
"0LK9J","P73ZX","silver"
"K2SPN","GIBBP","platinum"
"6HOEF","2X8NK","gold"
"GIJNW","PGXPX","silver"
"VGWCE","QL0MP","gold"
"V4DM9","TE0Y4","silver"
"NXHWI","YLQHE","gold"
"JUQVS","JG625","platinum"
"4T25M","LZPZ9","other"
"90DJ2","W61PU","other"
"KN8SR","EOFH5","platinum"
"BGDVU","R8TUC","silver"
"NBCS0","2WGRR","other"
"QSN4S","5MF2M","platinum"
"Q0N91","WWGTL","silver"
"PTPYF","8I6LL","platinum"
"BXB52","8S890","silver"
"MWXAT","HG464","gold"
"IQZI6","ZDVCU","platinum"
"6PBFL","56LGW","silver"
"SQ20G","Q19O6","silver"
"4AVCC","4TNNQ","other"
"KTHM1","ILAI4","platinum"
"WV980","PVA3C","gold"
"PPWLF","14ODI","other"
"Q6MD7","35BDJ","gold"
"UY3GI","67HYZ","gold"
"O6N2S","PFNWQ","gold"
"VUI3I","9UP1Z","platinum"
"PI9JV","XZJXD","platinum"
"LG7CT","B28ES","gold"
"Q49L6","92158","gold"
"GQDHJ","6Z8RK","gold"
"EXY0Z","6THQP","gold"
"Q4UH5","BH1GL","silver"
"2JBJM","7KD5P","silver"
"BOJ7L","8OOKY","other"
"5NL2L","13FLW","silver"
"4GA7X","2GZP9","gold"
"Y0NMK","BLAHD","silver"
"EV565","6YIS8","gold"
"PDTL7","QZ31G","silver"
"5RDZM","AIVOV","platinum"
"FGIRP","7E5DR","platinum"
"EYQET","CJMSE","platinum"
"7W8QP","L5QS8","gold"
"0AIAC","JK9N6","platinum"
"7S9YH","R2I72","other"
"RRJ7X","CRXSI","silver"
"EDXKI","JGTTR","silver"
"FHAW9","F0FDK","gold"
"8YJJT","DKXYK","silver"
"HDAEM","0A52R","other"
"P69NU","WQLU2","other"
"F6TJ2","PWZFF","gold"
"F90SW","4OU56","silver"
"WDR29","EEP3Q","other"
"S0MN0","1AP7N","platinum"
"76NUJ","8A2QX","platinum"
"H78YV","S8I3V","other"
"2NI49","FDPO6","gold"
"9IWTH","NRNOO","platinum"
"R264S","XDW6H","silver"
"HIWZQ","TSQE0","silver"
"W651R","WY3XT","gold"
"IS5EN","5KTHF","platinum"
"GXP8E","USV23","platinum"
"4HN2S","21KXK","gold"
"R1B03","28UZO","platinum"
"S9DYD","8962","gold"
"1T8ZY","P5JKO","gold"
"DOJN1","T89BT","other"
"ZUXSC","B7ZQY","other"
"F6VO3","Q2WJV","silver"
"FF9UY","WH2D1","platinum"
"TEXWX","P2AW0","silver"
"ZHMK7","T6GJW","platinum"
"WFA4B","JMGLM","gold"
"Y10C8","DV92G","platinum"
"PLPMB","008DR","other"
"06TT6","G4ZKY","gold"
"9TOMI","8BID6","gold"
"4KY37","487KA","other"
"NCFKQ","XAEKD","silver"
"P8S26","UY409","silver"
"OIUOU","TKR2V","platinum"
"AHHDP","YE1DD","gold"
"ZZ1Y8","8IPBG","gold"
"XV23O","0FGLF","other"
"Q6IU9","4TEZZ","other"
"4WRIQ","NJYMM","silver"
"ALP68","1TWMZ","silver"
"7KDR3","G19IG","silver"
"FP6V4","23INM","other"
"EG4WN","LH59T","platinum"
"3G670","AU7V1","platinum"
"RDV1M","CFCTJ","other"
"2C2U8","Z9TF1","gold"
"49ZT0","DRUO7","other"
"9PI3R","BDFQO","other"
"OVGF2","YA1PN","other"
"TL4CO","03BNR","silver"
"MGQ6F","9CG8C","other"
"N29RZ","73J0R","platinum"
"HKATI","H0777","platinum"
"UU5CS","VN1ZY","platinum"
"RGKTA","5A26T","platinum"
"HB7MT","3NICD","other"
"ZCZOB","I2BAN","other"
"RU3MI","TAO8I","other"
"QLZVW","JW2MV","silver"
"26RNW","8H6GC","other"
"HDX5Q","GMPL9","silver"
"P8S26","10EPI","silver"
"EYIXO","OZ1UJ","gold"
"P9ALB","7CSOR","other"
"TNMZU","R7QZB","other"
"V1368","TCX72","platinum"
"K3KR7","GGCCV","silver"
"WAIA2","HC6V9","platinum"
"TAO9K","Z60KK","gold"
"ZL95H","8YHFE","gold"
"5N6BX","D6B47","platinum"
"WGXV7","A3N1Q","other"
"RJQ08","XKYL4","platinum"
"FFSBE","I421B","silver"
"ES5IS","NH9DN","platinum"
"PX3X4","IANLO","gold"
"A5YA2","CDHZN","platinum"
"4R25E","6MEU2","other"
"AYB53","HI9HT","silver"
"VXJFN","APAZY","platinum"
"ZBRKF","LO0EN","gold"
"B8LUT","RTK2Y","other"
"V0KPG","VMVRE","gold"
"ZHU37","OBSNR","silver"
"TL2N5","YNF34","gold"
"O2H7Z","5Z2TW","other"
"097YD","HN5SK","silver"
"XU3XN","SLV54","platinum"
"95YRZ","YKYQ4","other"
"KVC9N","U46L3","platinum"
"D9NBT","UAR2Q","silver"
